kata,df
pdam,5
tirta,5
raharja,3
analis,4
puas,13
politeknik,9
lp3i,1
mungkin,1
kubikasi,1
gudang,3
bm,2
database,11
pradnya,1
paramita,1
delphi,1
bencana,6
gempa,1
bumi,4
pulau,3
malu,1
bmkg,1
wit,1
duduk,2
miskin,2
miwada,1
industrial,1
untung,1
software,10
rapidminer,1
saran,1
kueri,1
barang,11
situs,3
inkuiri,1
com,3
supermarket,2
sejahtera,3
lhokseumawe,3
pustaka,8
dwi,1
tunggal,1
tanjung,2
morawa,1
adaboost,1
ketidakseimbangan,1
kelas,22
forecasting,4
derita,3
demam,2
darah,4
dengue,1
sragen,2
surat,4
jalan,2
transportasi,1
mobil,8
angkut,1
cluestering,1
klastering,1
strata,2
satu,7
minta,4
kartu,3
perdana,1
internet,61
c5,1
0,1
vidha,1
ponsel,1
html,10
historis,1
teknilogi,1
jenis,12
alumni,3
teknologi,135
respati,1
semen,3
kosmetik,1
identifikasi,16
melitus,1
argumen,1
tentang,6
bijak,2
zonasi,3
sekolah,33
nusantara,7
temu,11
kembali,11
kumpul,3
dokumen,25
information,26
retrieval,19
topik,5
ruang,11
baca,2
deskripsi,1
portal,4
web,88
scraping,3
mesin,7
artikel,2
ilmiah,4
monitoring,30
isu,1
publik,3
rocchio,1
relevance,1
feedback,1
referensi,1
tugas,12
akhir,12
rancang,55
terjemah,1
al,3
vektor,2
document,9
management,70
jabar,4
telematika,4
jatel,4
cosine,21
similarity,10
bobot,4
tf-idf,8
manfaat,25
vector,26
space,8
nazief,2
adriani,2
fungsi,1
idf,1
widf,1
prototipe,9
stemming,3
judul,2
thesis,1
latent,2
semantic,4
indexing,2
content,1
based,21
image,11
okapi,2
bm25,2
plsa,1
mirip,2
bahasa,14
generalized,1
ringkas,2
konten,8
halaman,2
hybrid,15
hidden,1
markov,1
method,8
kamus,3
porter,1
kurang,4
salah,2
multithreading,1
gvsm,1
kitab,2
undang,1
hukum,1
guru,34
tinggi,20
knearest,1
geographic,2
question,2
answering,2
rule-based,1
agama,2
tengah,16
pertama,5
term,5
frequency,7
inverse,2
e,3
laut,1
bengkulu,1
seo,1
sematik,1
anarkis,1
rabin,1
karp,1
layan,45
sehat,12
vsm,2
webgis,1
bangun,77
balik,5
sepak,2
bola,2
kualitas,38
sentimen,6
keshahihan,1
buah,11
piano,1
composer,1
java,3
applet,1
ayat,1
al-quran,1
perhati,1
majemuk,1
prinsip,2
pareto,1
bantu,11
hafal,1
juz,1
sentiment,2
twitter,4
sampel,1
dashboard,3
key,3
performance,1
indicator,1
firebase,3
realtime,4
prototype,8
mesan,5
makan,9
komparatif,1
pendek,5
paice,1
atau,1
husk,1
inggris,2
hierarchical,2
agglomerative,1
linkagedalam,1
models,1
uji,17
webscraping,1
lowong,1
levenshtein,3
distance,7
search,9
implementation,6
ajar,140
intelligent,2
bebas,2
kriptografi,27
suatu,1
karya,4
certainty,10
factor,10
pakar,49
osteoporosis,1
osteoarthritis,1
forward,15
chaining,16
diagnosa,20
hama,4
anggrek,1
coelogyne,1
pandurata,1
upaya,8
meminimalisir,2
tular,2
kucing,4
autis,1
tsukamoto,3
mendiagnosa,9
autisme,1
tht,3
teorema,5
lambung,3
bakat,2
sd,10
tanam,20
kelapa,1
backward,3
jagung,2
diagnosis,5
jeruk,3
limau,1
pendiagnosaan,1
dermatitis,1
imun,1
kaki,1
gajah,1
failure,1
mode,3
and,19
effect,1
fmea,1
expert,1
hamil,3
dempster-shafer,1
padi,3
cabai,3
gizi,1
buruk,1
balita,1
mamdani,6
cerna,5
cara,11
herbal,4
dini,5
pendiagnosa,1
rusa,2
televisi,1
warna,16
salur,3
ayam,5
broiler,1
bunga,2
kamboja,1
adenium,1
atur,4
freeman,1
chain,1
code,11
isi,4
botol,1
inference,5
takagi-sugeno-kang,1
gigi,3
ancang,72
gaya,2
usia,8
remaja,1
degeneratif,1
lansia,1
case,3
reasoning,2
cbr,1
otitis,1
supuratif,1
kronis,1
omsk,1
orang,5
dewasa,1
dempster,3
shafer,3
bell,1
palsy,1
kulit,6
akibat,1
bakteri,1
salmonella,1
semangka,1
manusia,9
depth,1
first,3
kakao,1
kenal,79
jahit,2
tangan,13
jahe,1
kota,53
ispa,2
infeksi,2
napas,3
akut,2
id3,3
orange,1
mangga,1
optimasi,6
parameter,1
support,11
pasar,5
langsung,2
warehouse,5
smk,31
kendali,10
karyawan,10
jaring,110
syaraf,15
tiru,26
association,3
rules,2
word2vec,2
otomasi,2
frasa,2
jamin,3
daerah,13
jamkesda,2
c-means,4
cv,9
mataram,4
jaya,7
bawen,2
tid,2
mobile,28
sidoarjo,3
on,8
hands,2
soh,2
aman,113
virtual,40
private,11
vps,1
thalassaemia,1
apotek,3
karang,1
asih,1
subur,2
pria,1
spk,1
donor,1
tahan,3
j48,2
tiroid,2
teori,5
bagi,22
tahun,11
awal,3
jenjang,1
produksi,8
provinsi,10
istimewa,2
marketing,4
rule,2
bahan,5
kimia,1
gresik,2
cipta,9
besar,5
listrik,3
tangga,4
keyword,1
ms,1
e-marketplace,3
improved,2
tabu,2
ts,2
tracer,2
muslim,1
on-line,1
analitycal,2
processing,1
boundary,1
black,1
box,2
testing,4
tampil,1
s1,2
kuat,1
beton,1
regression,1
antara,4
saring,1
masuk,3
usm,1
indeks,9
ip,3
barbar,1
asisten,2
laboratorium,13
nbc,2
svm,1
komparasi,6
classification,1
e-government,7
daring,3
masa,2
pandemi,2
covid-19,3
kena,3
pasca,1
fitur,18
n-gram,4
komentar,2
review,2
vs,1
blackberry,2
genetic,1
algorithm,6
weighted,7
sum,1
wsm,1
serta,8
masyarakat,5
kombinasi,21
berita,7
kriminal,2
kalimantan,1
selatan,4
lokal,4
radar,5
malang,17
seminar,6
nasional,4
senapati,2
citra,273
hsv,2
color,1
moment,4
local,8
binary,3
pattern,6
rating,1
film,4
jadi,1
pass,2
adu,2
sambat,1
nw-knn,1
larang,1
tokoh,1
particle,4
swarm,4
optimization,7
lms-google,1
classroom,7
alkitab,1
tipe,7
smkn,4
2,8
najam,5
paser,1
utara,6
warga,2
laksana,5
jarak,6
jauh,6
pjj,1
perintah,15
pso,2
digital,138
klasterisasi,1
neighbors,1
boutiq,1
dealove,1
bondowoso,1
jasa,8
hotel,2
intelijen,6
analytical,10
sewu,1
segar,1
rabbani,1
change,2
raih,1
kompetitif,1
organisasi,5
sie,1
administrasi,5
camat,4
megang,1
sakti,2
knowledge,6
menggunankan,1
holistics,1
lppm,1
pelita,1
selaras,2
event,3
elastic,1
logstash,1
kibana,1
elk,1
stack,1
inukshuk,2
semut,1
optimisasi,1
rute,4
jemput,1
tempat,4
titip,1
sementara,1
lion,1
express,1
awas,2
otoritas,1
ojk,1
atas,11
penyalahgunaan,1
pinjam,3
rupiahplus,1
kait,1
hubung,4
katalog,3
publikasi,1
2013,4
solusi,2
ict,2
indosat,3
tbk,3
extract,1
transform,35
loading,1
absensi,4
stikom,2
pentaho,2
sales,2
care,1
medikantara,1
sebar,5
respon,2
smart,53
living,1
tuju,8
semarang,8
city,32
2018,3
kesiap,11
manado,5
healthcare,1
facility,1
area,13
mapping,3
hefam,1
letak,1
fasilitas,4
master,1
plan,2
banyumas,3
surabaya,10
wujud,11
inovasi,2
efektivitas,4
e-kelurahan,1
kantor,7
lurah,4
sadang,1
coblong,1
bandung,16
komunikasi,25
dinas,12
boyolali,1
sosialisasi,5
daan,1
pamekasan,1
webmarket,1
kayu,3
diri,5
economy,1
governance,3
alternatif,3
masalah,3
sumatera,2
tanjungpinang,1
tata,8
kelola,17
rencana,13
kendal,1
pariwisata,10
village,2
desa,6
aikdewa,1
hitung,6
perspektif,1
fis,2
intellegence-driven,1
innovation,1
in,6
binjai,4
e-masyarakat,1
e-readiness,1
government,5
walikota,1
nomor,4
53,1
2017,2
selenggara,1
integrated,2
leadership,2
smile,1
for,6
smartcity,2
pintar,5
efektifitas,3
lapor,4
sleman,2
regency,1
rangka,2
matang,4
bitung,2
kami,5
optimalisasi,6
ternak,2
sapi,4
bijaepunu,1
budaya,5
e-office,1
olah,39
elektronik,20
cilegon,1
kotamobagu,1
makassar,3
soppeng,4
statistik,4
sandi,7
implementsi,1
infrastruktur,7
agro-based,1
batu,2
iptek,2
iot,58
plus,2
al-musyarrofah,1
capai,3
sustainable,1
development,9
goal,2
4,3
object,1
relational,1
framework,22
laravel,2
towards,1
asah,2
sadar,1
taprose,1
good,1
tangerang,2
building,4
developing,1
the,10
concept,2
indonesian,1
villages,1
madani,1
green,3
widyatama,1
web-service,1
perijinan,2
padu,5
atap,1
palu,2
personal,2
analitik,1
php-ml,1
apache,1
spark,1
apps,2
heart,1
rate,4
microservices,1
kubernetes,1
komputasi,19
awan,13
storage,6
simpan,8
e-learning,32
lembaga,6
b,12
sampah,2
melati,1
bersih,1
arsitektur,26
akses,5
basis,17
sektor,1
managemen,1
lamongan,3
ukdw,3
properti,1
ditama,1
sarana,1
owncloud,6
wacana,1
yayasan,1
salman,1
farisi,1
webos,1
profil,1
as,5
services,3
tim,1
editor,1
kordinator,1
kursehi,1
falgenti,1
m,1
kom,1
alusyanti,1
primawati,1
lap,1
iaas,3
sains,2
needs,1
machines,1
environment,3
eyeos,2
mus,2
rawas,2
susun,4
ti,3
magister,1
lingkung,9
sebelas,1
maret,1
vm,1
live,4
migration,1
karakteristik,3
beban,7
ubuntu,2
nippon,1
seiki,1
thin,2
upn,6
veteran,7
using,1
roadmap,1
adoption,1
rocca,1
non-ministry,1
institutions,1
pusat,10
privat,2
empiris,1
enterprise,19
risk,2
google,6
docs,1
desain,14
big,2
analytic,1
hierarchy,7
ahp,10
sumber,5
daya,8
dinamis,1
minipc,1
opensource,1
e-services,1
collaborative,1
research,1
bimbing,6
fti,2
uii,1
dian,1
iits,1
kontainer,1
multinode,1
openstack,1
infrastructure,3
tampung,2
sensor,5
informatics,1
schools,1
things,45
kanjuruhan,2
kontrol,14
infus,5
awat,5
esp,2
8266,1
lampu,7
arduino,7
alat,13
raspberry,10
pi,9
kadar,3
alkohol,1
kendara,8
kos,1
gateway,5
device,3
narrowband,1
nb-iot,1
campus,3
network,30
nyata,23
hidroponik,2
blynk,4
thing,6
prabayar,1
tanah,2
lahan,2
kebun,2
parking,1
bakar,2
budidaya,4
udang,1
akuarium,1
pantau,3
pintu,3
otp,2
one,8
time,11
password,2
dokter,2
hambat,1
negara,1
cache,1
pi3,1
chainning,1
nirkabel,9
dual-sensor,1
medik,1
negeri,30
ikan,3
thinks,1
kontroling,1
pakan,2
lele,2
smarthome,1
level,1
tandon,1
nodemcu,5
esp8266,3
banjir,3
protokol,4
mqtt,1
jemaah,1
masjid,1
virus,2
kondisi,1
sedang,1
butuh,5
sejarah,5
vision,2
architectural,1
elements,1
future,1
directons,1
home,3
led,2
relay,1
suhu,1
telegram,4
kandang,2
otomatis,2
trainer,2
interfacing,1
mikrokontroler,4
esp32,1
education,3
atma,3
billing,1
pos,4
point,4
restoran,1
amat,3
artesis,1
kompetensi,3
beri,4
otomatisasi,2
wemos,1
d1,1
mini,2
lab,2
sidik,3
jari,3
udara,2
ground,1
rasond,1
equipment,1
jamur,2
tiram,1
putih,1
infusion,1
notification,1
design,6
application,9
social,3
rumahberbasis,1
ingat,2
sangkar,2
burung,2
teriep,2
reverse,2
chiper,5
rsa,15
pad,7
congruential,5
generator,5
pesan,17
blockchain,5
e-commerce,16
enkripsi,40
dekripsi,7
file,30
advanced,9
encryption,11
standard,10
aes,13
des,5
vigenere,6
transposisi,2
aplikasai,2
chatting,11
encyption,2
jamak,2
tanda,7
sisip,3
modified,2
lsb,11
affine,2
cipher,25
androidskripsi,3
t,3
2015,4
cryptography,2
modifikasi,4
rivest,5
shamir,4
adleman,4
md5,6
kam,5
akun,2
emusrenbang,2
parkir,2
muria,2
kudus,3
barcode,3
asimetris,6
oracle,2
komdat,1
lan,7
krittografi,1
algortima,1
proxy,2
optimal,3
wireless,21
kaji,7
cross,3
site,1
request,2
forgery,1
csrf,1
celah,1
verifikasi,4
investigasi,3
rahasia,5
qr,6
usb,2
flashdisk,2
kunci,6
elgamal,5
validasi,1
ijazah,1
watermarking,43
unis,1
teliti,6
stream,10
vigeneere,1
gost,1
rail,3
fence,3
camelian,1
rc4,5
skema,2
open,3
source,3
chaos,7
kampus,10
poltekkes,1
kemenkes,1
script,1
video,4
remote,3
ssh,1
autentikasi,1
dua,5
langkah,1
replikasi,3
mysql,7
mekanisme,3
ssl,3
proxmox,3
sign,3
sso,2
central,4
authentication,4
cas,2
bina,6
darma,3
vpn,4
pptp,2
asri,2
pancawarna,2
hill,7
caesar,10
e-voting,3
kades,2
rantau,2
lake,2
base,2
64,2
sampai,2
rijndael,2
steganografi,13
sinergi,2
lubuklinggau,3
ids,6
hotspot,11
aksiologi,1
era,3
revolusi,1
industri,13
40,3
problem,8
higher,3
order,5
thinking,33
skills,3
sam,2
ratulangi,2
terintergrasi,2
usermanager,2
mikrotik,7
div,2
sama,6
technology,4
readiness,2
index,1
asesmen,1
operasi,15
linux,4
cepat,2
warnet,1
minahasa,2
tenggara,1
captive,3
intrusion,3
detection,4
hadir,4
pegawai,5
wpa2,1
bangka,2
belitung,2
metametarouter,1
804,1
openvz,2
router,6
routeros,1
kernel-based,1
ospf,1
routeflow,1
defined,4
sdn,3
failover,1
life,4
cycle,3
bekas,3
emulated,1
eve,1
latih,16
bandar,4
lampung,5
at,2
eucalyptus,1
voice,1
over,1
trixbox,1
syubbanul,1
wathon,1
magelang,1
mega,2
alami,2
diskless,2
ma,1
annida,1
al-islamy,1
firewall,2
nftables,1
praktikum,8
distribusi,4
dumb,2
terminal,2
dijkstra,3
depth-first,1
ad-hoc,2
manet,2
transfer,3
teknis,2
pompa,1
solar,1
pit,1
bangko,1
barat,1
batubara,1
bukit,2
asam,2
persero,6
enim,1
angkasa,1
pura,1
bandara,1
juanda,1
xen,1
hypervisor,1
vmware,3
vsphare,1
high,1
availability,1
cluster,2
container,3
docker,2
mail,1
load,10
balancing,10
interkoneksi,1
bppt,2
fortigate,1
vpn-ip,1
ipsec,1
peluang-tantangan,2
komunitas,2
schooling,2
monte,1
carlo,1
bootstrap,1
investasi,3
var,1
streaming,1
migrasi,1
amazon,1
ec2,1
diskles,1
windows,3
2008,1
citrix,1
xenserver,1
pln,2
wilayah,7
performa,6
blueprint,2
swot,2
lombok,2
bandwidth,2
token,4
bucket,1
os,1
kvm,1
voip,2
vlan,2
halu,1
oleo,1
nested,1
transaction,1
deep,1
qos,2
quality,6
upt,2
loka,2
jampang,2
kulon,2
lipi,2
base64,3
rot47,3
jiwa,4
prof,3
dr,5
muhammad,4
ildrem,3
patria,1
lte,2
4g,2
polban,1
giat,10
tri,2
dharma,2
uad,2
netsupport,1
school,3
quantization,7
konsentrasi,4
suska,4
riau,6
pgri,6
periksa,1
makalah,1
multi,4
protocol,5
label,5
switching,4
mpls,3
bayangkara,1
multi-protocol,1
elkon,1
penetration,2
programming,6
uho,1
improvisasi,3
adaptive,8
parallel,3
training,4
kualitatif,1
syarif,1
hidayatullah,1
peringkat,1
pegi,1
nginx,1
lkp,1
dns,1
miwon,1
anugrah,1
sentosa,1
umts,2
kapasitas,2
2g,2
gsm,2
bluetooth,1
pc,2
to,5
biometrical,2
identification,5
login,2
uika,1
acunetix,1
vulnerability,2
adsl,1
speedy,1
standardized,1
nursing,1
language,1
snl,1
togaf,11
cobit,10
usul,5
menteri,2
energi,3
mineral,2
radio,3
rfid,3
soeman,1
hs,1
nalisis,1
p,1
ada,5
l,2
aboratorium,1
easyhotspot,1
aaa,1
pancar,2
koneksi,4
layer,2
datalink,2
layananjaringan,1
e-health,1
distribution,1
wds,1
mesh,1
cakup,1
wi-fi,1
um,1
jember,1
dial,1
user,7
radius,2
presensi,2
pratama,2
adi,1
meter,1
panjang,2
lingkar,1
kepala,2
bayi,1
nrf24l01,1
teknolgi,1
tiket,1
taxi,1
bornoe,1
bupati,1
jayapura,1
saentis,1
deli,1
serdang,1
publisher,2
message,5
queue,2
telemetry,1
transport,1
mqtt-sn,1
per,1
connection,1
pcc,1
shmily,1
net,2
sniffer,1
nth,1
institut,4
routing,1
spin,1
rf,1
bandwith,2
off-time,1
ppdioo,1
session,1
initiation,1
sip,1
briker,1
versi,3
14,2
polusi,1
karbonmonoksida,1
co,1
sekitar,1
raya,5
pocket,1
access,2
unpas,1
dampak,2
adopsi,2
utaut,2
telepon,2
genggam,1
sandang,1
disabilitas,1
multipoint,1
inter,1
working,1
3rd,1
generation,2
3g,1
metropolitan,1
wman,1
cisco,1
packet,1
pox,1
controller,2
forensics,4
browser,2
email,1
akuisisi,1
bukti,6
instagram,1
messenger,3
national,3
institute,4
justice,3
nij,3
steganography,1
edar,1
narkoba,1
metarouter,1
lintas,2
klien,1
sql,1
injection,2
statis,2
facebook,1
nist,4
antisipasi,1
cybercrime,1
port,1
knocking,1
notifikasi,2
perlu,1
ddos,2
snort,1
forensic,4
botnet,1
whatsapp,4
performansi,2
nfs,1
samba,2
lingkup,1
meta,20
multifinance,1
ibn,1
khaldun,1
bogor,2
ping,1
death,1
interaktif,16
ridgeback,1
implemetasi,1
saraf,11
instant,2
10,1
forensika,1
trim,1
solid,3
drive,3
iptables,1
cegah,2
webserver,1
sidi,1
tindak,1
pidana,1
mayantara,1
direktorat,1
khusus,1
klabat,1
kerangka,6
laden,1
tukar,1
berkas,1
sni,1
iso,2
iec,2
27037,1
2014,2
manipulasi,1
suara,4
telah,1
edit,1
audio,3
ssd,1
grr,2
response,2
e-mail,2
spoofing,2
header,1
owasp,1
injeksi,1
sisi,1
host-based,1
frozen,1
insiden,1
native,1
arp,1
anti,2
tool,1
saat,2
ini,1
datang,1
pranata,1
recovery,1
pulih,1
aplikasin,1
messenging,1
book,1
ecb,1
inventory,4
atbash,1
vegenere,1
rabbit,1
sifat,1
polsek,1
mangkubumi,1
tasikmalaya,4
bangkit,1
least,11
significant,9
bit,13
short,3
twofish,1
folder,1
map,6
selektif,4
end,1
algoritme,1
msb,2
symmetric,1
administrator,1
sinkronisasi,1
256,1
semua,1
skipjack,1
diffie,1
hellman,2
somatic,1
hypermutation,1
one-time,1
kaca,3
arnold,1
cat,2
acm,1
query,2
dmq,2
yii,2
merkle,1
konversi,2
khek,1
intranet,1
tiga,2
tahap,1
klinik,2
ridho,1
husada,1
frontend,1
solidare,1
kolaborasi,3
digest,2
sha3,1
salt,12
function,3
goldbach,2
codes,3
kompresi,56
cihper,1
freelance,3
jaga,1
di-download,1
blowfish,3
eof,2
wajah,6
kernel,2
discriminant,1
tulis,4
principal,6
component,7
tandatangan,2
karakter,2
plat,4
momentum,1
neural,8
jawamenggunakan,1
lvq,4
perceptron,5
tepi,10
laplace,1
sobel,4
prewit,1
canny,2
pca,5
huruf,11
hiragana,4
propagasi,4
jepang,1
katakana,2
radial,2
rbf,2
iris,1
self,2
organizing,1
kohonen,3
gula,1
pg,1
candi,1
bayesian,4
perankingan,3
tik,6
kain,4
tradisional,4
glcm,1
heteroassociative,1
kopi,2
quantization2,1
ganggu,2
trimester,1
i,2
zone,1
centroid,1
block-eigenface,1
bpnn,1
daun,5
telinga,2
hijaiyah,2
khat,1
kufi,1
korea,1
hangul,1
euclidean,2
tujuh,1
acu,1
convolutional,3
rumput,2
transformasi,38
hough,5
lokasi,16
roasting,1
biji,1
gantung,1
suku,2
notasi,1
balok,1
momennt,1
invariant,1
sasak,1
integral,1
projection,1
principle,1
ekstraksi,7
ciri,5
mel-frequencey,1
cepstral,1
coefficients,1
mfcc,1
alif,1
lam,1
qamariah,1
cosineimplementasi,1
jejaitan,1
korelasi,2
nem,2
ipk,2
watermark,5
spread,2
spectrum,2
visible,3
fractal,2
discrete,28
dct,11
fourier,8
dft,3
singular,9
decomposition,7
svd,7
dimensi,4
j2me,1
metoda,1
wavelet,37
watermaking,1
dwt,9
dwt-dct,2
segmentasi,20
level-set,1
chan,1
vese,1
lankton,1
statistic,1
integrasi,30
dcs,1
ganda,4
rdwt,1
perlingdungan,1
hak,6
fotografi,2
lindung,4
meggunakan,1
walevet,1
invisible,1
one-to-one,1
lsb-2,2
sembunyi,5
ciphertext,2
dwt-svd,1
detektor,1
non-blind,1
jpeg,2
domain,5
frekuensi,1
masking-filtering,2
cox,1
fast,3
panorama,1
360,1
mosaicing,1
secret,2
sharing,2
scheme,2
joint,3
ownership,2
histogram,6
termal,1
likert,1
dikotomi,1
kuesioner,1
gaussian,14
mixture,1
gmm,1
tutur,1
identitas,1
region,3
interest,3
roi,3
morphology,2
motif,6
batik,11
disrete,1
transformation,1
modul,2
klasik,1
linier,5
blum,1
shub,1
fragile,1
verivikasi,1
abu,1
cetak,2
biru,1
jpeg2000,1
gelap,1
normal,1
terang,1
orthogonal,1
fft,1
besurek,2
restorasi,2
tua,1
decompotision,1
pohon,1
biner,2
huffman,12
adaptif,4
medis,4
mri,3
fraktal,3
entropi,1
punctured,1
elias,2
organized,1
kuantisasi,3
bitmap,1
24,2
levenstein,2
transmisi,1
payload,2
komurindo,2
geometri,2
lz78,3
burrows,3
wheler,1
bicubic,1
embedded,1
zerotree,1
sekuensial,1
paralel,1
gabung,4
harmony,1
tinjau,3
psnr,1
mp3,1
usg,7
dekompresi,3
haar,9
lzw,3
matlab,4
r2013a,1
unary,2
coding,4
ultrasonografi,5
mampat,4
quadro,1
avelet,1
dt,1
run,4
length,4
encoding,4
rle,2
lz77,1
difference,2
kecil,9
satelite,1
geoeye,1
perancanganaplikasi,1
ct,2
scan,3
delta,2
modulation,1
r2015a,1
foto,3
hadamard,1
lempel,1
ziv,1
welch,1
museum,3
geologi,1
divisi,4
dokumentasi,2
deflate,1
walsh-hadamard,1
kirim,1
harmoni,1
hsa,1
iteratif,1
lanczos,1
regularization,1
wheeler,2
eksponensial,3
konvolusi,2
retinex,2
cerah,2
screenshot,2
multi-threading,1
morfologi,11
gradien,2
technique,2
batas,1
obyek,5
latar,1
belakang,1
orde,5
tekstur,9
pesisir,2
backpropagasi,2
contrast,2
stretching,2
biomedis,2
median,13
equalization,2
radiografi,3
optimum,2
notch,2
filter,42
reduksi,28
noise,32
networks,1
tomat,1
keras,1
if-then,1
kontras,1
mammografi,1
71,1
neuro,3
anfis,3
regular,3
